date,enso,iod,pdo
2003-09-15,0.277986,-0.130489,0.791664
2003-09-22,0.295972,-0.131552,0.823048
2003-09-29,0.346617,-0.1556,0.998397
2003-10-05,0.373785,-0.346733,0.941044
2003-10-12,0.319653,-0.651447,0.937079
2003-10-19,0.379984,-0.832659,1.097905
2003-10-27,0.404753,-0.79804,1.448462
2003-11-03,0.444932,-0.508862,1.17677
2003-11-09,0.523566,-0.480616,0.734866
2003-11-16,0.609033,-0.604982,0.560073
2003-12-01,0.649454,-0.951372,0.178541
2003-12-08,0.500239,-0.89689,-0.009952
2003-12-15,0.34614,-0.746417,0.289109
2003-12-21,0.328976,-0.539198,0.572016
2003-12-28,0.365821,-0.326143,0.693522
2004-01-04,0.558582,-0.408948,0.990373
2004-01-11,0.720198,0.070002,1.309541
2004-01-18,0.803595,0.480292,1.263438
2004-01-25,0.676843,0.720901,0.832905
2004-02-01,0.609995,0.560304,0.484722
2004-02-08,0.438524,0.534011,0.642435
2004-02-15,0.442473,0.430632,0.882331
2004-02-22,0.349096,0.47422,0.865787
2004-02-29,0.465208,0.329324,0.704779
2004-03-07,0.411055,-0.001935,0.727369
2004-03-14,0.252206,-0.311011,0.748772
2004-03-21,0.185288,-0.441501,0.524569
2004-03-28,0.125141,-0.598443,0.331276
2004-04-04,0.342899,-0.110052,0.581529
2004-04-11,0.465876,0.003181,0.594906
2004-04-18,0.463691,-0.088303,0.41731
2004-04-25,0.510797,-0.261949,0.716954
2004-05-02,0.404339,-0.064587,1.05668
2004-05-09,0.386427,-0.742712,1.11434
2004-05-16,0.378078,-1.136517,1.006666
2004-05-23,0.399269,-1.447563,1.140215
2004-05-30,0.362416,-1.508281,1.140965
2004-06-06,0.225061,-1.183557,0.864592
2004-06-13,0.288973,-1.133072,0.949313
2004-06-20,0.41037,-0.911133,0.843903
2004-06-27,0.565906,-0.785993,0.748157
2004-07-04,0.453335,-1.07607,0.67185
2004-07-11,0.583139,-0.956015,0.80632
2004-07-18,0.781209,-0.717971,0.890504
2004-07-25,0.772589,-0.478876,0.990825
2004-08-01,0.644696,-0.90318,0.782784
2004-08-08,0.601839,-0.655252,0.662019
2004-08-15,0.628026,-0.397685,0.847719
2004-08-22,0.676482,-0.154575,0.873528
2004-08-29,0.790168,-0.11836,1.10132
2004-09-05,0.815233,-0.610588,1.039795
2004-09-12,0.847812,-0.588492,0.630144
2004-09-19,0.825955,-0.364613,0.478797
2004-09-26,0.666319,-0.434393,0.556344
2004-10-03,0.600757,-0.354674,0.754661
2004-10-10,0.608933,-0.442723,0.802097
2004-10-17,0.685676,-0.369477,1.034501
2004-10-24,0.73076,-0.331443,0.654963
2004-10-31,0.851368,-0.080206,0.382714
2004-11-07,0.82388,-0.307688,0.617257
2004-11-14,0.746451,-0.473055,0.53823
2004-11-21,0.73279,-0.359905,0.291985
2004-11-28,0.680483,-0.341386,0.123125
2004-12-05,0.722439,-0.122698,-0.20385
2004-12-12,0.790235,-0.062302,0.021407
2004-12-19,0.784231,0.146518,0.624183
2004-12-26,0.806681,0.331728,0.701663
2005-01-03,0.875124,-0.079161,0.973905
2005-01-09,0.810535,-0.215911,1.197515
2005-01-16,0.754712,-0.299718,1.022163
2005-01-24,0.665666,-0.209371,1.055109
2005-01-31,0.598922,-0.03054,0.921769
2005-02-07,0.760699,-0.057727,0.804213
2005-02-13,0.931182,0.089991,0.915514
2005-02-20,0.972301,0.295301,0.829292
2005-02-27,0.879824,0.471445,0.586835
2005-03-07,1.070179,0.791187,1.038741
2005-03-14,1.070594,0.973478,1.487757
2005-03-21,0.949991,0.859858,1.262699
2005-03-27,0.816936,0.695176,0.707483
2005-04-03,0.714103,0.706523,0.588938
2005-04-10,0.627149,0.297517,0.516094
2005-04-18,0.646286,0.219521,0.797383
2005-04-25,0.673009,0.116256,1.150963
2005-05-01,0.59303,0.595132,1.185567
2005-05-08,0.475938,0.372061,0.888477
2005-05-15,0.326469,0.030428,0.703192
2005-05-23,0.390199,-0.239324,0.869126
2005-05-30,0.385267,-0.250521,0.824761
2005-06-06,0.235055,-0.075088,0.638436
2005-06-12,0.29349,-0.266654,0.413873
2005-06-19,0.245091,-0.45444,0.624411
2005-06-26,0.236842,-0.533968,0.8921
2005-07-04,0.090628,-0.48272,0.753662
2005-07-11,0.079717,-0.259611,0.769654
2005-07-18,0.034972,-0.249201,0.991648
2005-07-24,0.12627,-0.219069,0.971655
2005-07-31,-0.036984,-0.386319,0.772552
2005-08-07,-0.043987,-0.16086,0.854363
2005-08-15,0.097929,-0.020205,0.895886
2005-08-22,0.208704,0.16645,1.10105
2005-08-28,0.195801,0.004125,1.124605
2005-09-04,0.076971,-0.464812,0.856109
2005-09-11,-0.020365,-0.839137,1.082409
2005-09-19,-0.071047,-0.758734,1.148091
2005-10-03,-0.008539,-0.386859,0.524249
2005-10-09,0.027772,-0.448382,0.435158
2005-10-16,-0.031372,-0.787089,0.486011
2005-10-23,-0.002459,-1.241172,0.537097
2005-10-31,-0.181192,-1.537529,0.340463
2005-11-07,-0.23619,-1.55277,0.436075
2005-11-14,-0.243615,-1.571543,0.733468
2005-11-20,-0.283997,-1.40898,0.725654
2005-11-27,-0.357485,-1.239623,0.690206
2005-12-05,-0.40219,-1.197823,0.64929
2005-12-12,-0.389937,-1.334326,0.492536
2005-12-19,-0.472129,-1.538077,0.651962
2005-12-25,-0.502054,-1.434092,0.760288
2006-01-01,-0.44408,-1.563608,0.696499
2006-01-08,-0.516323,-1.198538,0.529659
2006-01-16,-0.73886,-0.934381,0.418511
2006-01-23,-0.849578,-0.743456,0.129335
2006-01-30,-0.927269,-0.70983,0.240318
2006-02-05,-0.781166,-0.842595,0.418097
2006-02-12,-0.793364,-0.598023,0.341616
2006-02-19,-0.831533,-0.374554,-0.026355
2006-02-27,-0.920184,-0.535969,-0.345269
2006-03-06,-0.831242,-0.397155,-0.320129
2006-03-12,-0.802177,-0.318062,-0.26071
2006-03-19,-0.744398,-0.567852,-0.203603
2006-03-26,-0.731882,-0.753653,-0.018306
2006-04-03,-0.592814,-0.417023,-0.264287
2006-04-10,-0.61006,-0.466846,-0.312826
2006-04-17,-0.652011,-0.693508,-0.540854
2006-04-23,-0.613484,-0.831288,-0.380531
2006-04-30,-0.642032,-0.312153,-0.102322
2006-05-07,-0.499313,-0.427724,-0.025016
2006-05-15,-0.33794,-0.582703,-0.048364
2006-05-22,-0.29662,-0.364672,-0.239606
2006-05-29,-0.164575,-0.245769,-0.263398
2006-06-04,-0.273022,0.136939,-0.125595
2006-06-11,-0.227908,0.293199,-0.240288
2006-06-19,-0.140378,0.505271,-0.376232
2006-06-26,-0.015759,0.488135,-0.100562
2006-07-03,-0.15083,0.107659,0.001282
2006-07-09,0.025528,0.17061,-0.012718
2006-07-16,0.234753,0.14938,-0.05567
2006-07-23,0.301556,0.076898,0.069941
2006-07-31,0.455265,0.13871,0.088525
2006-08-07,0.444711,-0.076665,-0.122715
2006-08-14,0.431284,0.379196,-0.11188
2006-08-20,0.49425,0.651396,-0.421176
2006-08-27,0.637413,0.975283,-0.361373
2006-09-03,0.72356,0.836121,-0.208511
2006-09-11,0.678607,0.60436,-0.281312
2006-09-18,0.638813,0.564381,-0.189778
2006-09-24,0.580402,0.555515,-0.051207
2006-10-01,0.654127,0.683747,0.199477
2006-10-08,0.656228,0.821316,0.3788
2006-10-16,0.738651,1.044408,0.115952
2006-10-23,0.811174,1.356993,-0.041202
2006-10-30,0.901957,1.328493,0.148645
2006-11-19,0.942233,2.136066,-0.11624
2006-11-27,0.953125,2.151041,-0.23645
2006-12-04,0.95806,2.215066,-0.385046
2006-12-11,0.931587,2.23365,-0.405751
2006-12-17,0.872408,2.214932,-0.366746
2006-12-24,0.824221,2.215661,-0.298695
2007-01-01,0.662973,1.645262,-0.228041
2007-01-08,0.517975,1.343453,-0.22065
2007-01-15,0.459613,1.388657,-0.525655
2007-01-21,0.419257,1.505501,-0.299269
2007-01-28,0.322372,1.502656,0.31677
2007-02-04,0.392651,1.226167,0.446496
2007-02-12,0.268294,1.277581,-0.123538
2007-02-19,0.134126,1.164778,-0.682714
2007-02-26,0.023927,1.101974,-0.91659
2007-03-04,0.027722,1.124768,-0.316857
2007-03-11,0.000852,1.01811,0.196978
2007-03-18,-0.055605,1.140646,-0.140708
2007-03-26,-0.144011,1.044146,-0.330704
2007-04-02,-0.078184,1.126724,-0.068302
2007-04-09,-0.073961,0.706715,-0.249711
2007-04-15,-0.143724,0.223306,-0.344739
2007-04-22,-0.267213,-0.120009,-0.574674
2007-04-30,-0.262309,-0.287341,-0.253591
2007-05-07,-0.336505,0.03902,-0.216186
2007-05-14,-0.33002,-0.007235,-0.25849
2007-05-20,-0.309126,0.042271,-0.178414
2007-05-27,-0.23254,0.253469,-0.145241
2007-06-03,-0.393152,0.90032,-0.33897
2007-06-11,-0.406521,1.158437,-0.510733
2007-06-18,-0.357909,1.103319,-0.41844
2007-06-25,-0.446219,0.87444,-0.482082
2007-07-01,-0.62617,0.468086,-0.440083
2007-07-08,-0.527875,0.396106,-0.024493
2007-07-15,-0.486896,0.529603,-0.142338
2007-07-23,-0.462503,0.513001,-0.352709
2007-07-30,-0.439407,0.185383,-0.204108
2007-08-05,-0.549176,-0.331947,-0.234887
2007-08-12,-0.609533,-0.114891,-0.404415
2007-08-19,-0.684208,0.157316,-0.398978
2007-08-27,-0.637641,0.387341,-0.253118
2007-09-03,-0.644469,0.342113,-0.267413
2007-09-10,-0.754895,0.486307,-0.095712
2007-09-16,-0.838026,0.445714,-0.293696
2007-09-23,-0.881874,0.482013,-0.407109
2007-09-30,-0.861013,0.935448,-0.498588
2007-10-08,-0.914505,0.830194,-0.703818
2007-10-15,-0.905972,0.7154,-0.988955
2007-10-22,-0.92158,0.445513,-0.842193
2007-10-28,-1.073387,0.095958,-0.799535
2007-11-04,-1.198931,0.079482,-0.822967
2007-11-12,-1.240327,-0.21053,-0.720301
2007-11-19,-1.276491,-0.340149,-0.634016
2007-11-26,-1.245777,-0.315557,-0.25779
2007-12-02,-1.089763,-0.240934,-0.09999
2007-12-09,-1.037852,-0.054947,-0.370218
2007-12-16,-1.129445,-0.364537,-0.813376
2007-12-24,-1.274132,-0.734717,-0.982717
2007-12-31,-1.401797,-0.920652,-0.975928
2008-01-06,-1.45792,-1.11552,-0.722405
2008-01-13,-1.450614,-0.782115,-0.295104
2008-01-20,-1.373058,-0.50868,-0.338415
2008-01-27,-1.403823,-0.219304,-0.952132
2008-02-03,-1.352545,-0.852221,-1.408346
2008-02-10,-1.495813,-1.345395,-1.375189
2008-02-17,-1.522059,-1.327981,-0.909783
2008-02-24,-1.591174,-1.291798,-0.700344
2008-03-02,-1.399175,-1.230514,-0.877498
2008-03-09,-1.506456,-1.359665,-1.135206
2008-03-16,-1.488087,-1.4667,-1.491969
2008-03-23,-1.447576,-1.912538,-1.378668
2008-03-30,-1.407322,-2.037418,-1.064889
2008-04-06,-1.279388,-1.700088,-1.113843
2008-04-13,-1.242378,-1.774266,-1.139868
2008-04-20,-1.084486,-1.70244,-0.991491
2008-04-27,-1.052756,-1.986819,-1.088634
2008-05-04,-1.015638,-1.165269,-1.306159
2008-05-11,-0.879177,-0.682819,-0.970778
2008-05-18,-0.765711,-0.443951,-0.830354
2008-05-25,-0.686998,0.021866,-0.709049
2008-06-01,-0.728894,0.600612,-0.805726
2008-06-08,-0.659031,0.743847,-0.886813
2008-06-15,-0.584727,0.812978,-0.908369
2008-06-22,-0.508819,0.732229,-0.802822
2008-06-29,-0.436875,0.788574,-0.759101
2008-07-06,-0.601606,0.717236,-0.792356
2008-07-13,-0.531902,0.825928,-0.629179
2008-07-20,-0.449024,0.511586,-0.623419
2008-07-27,-0.498702,0.344978,-0.766609
2008-08-03,-0.615766,-0.41467,-0.853101
2008-08-10,-0.565313,-0.357471,-0.780192
2008-08-17,-0.567407,-0.043184,-0.878519
2008-08-24,-0.658597,0.083993,-1.052577
2008-08-31,-0.674259,-0.244474,-0.888378
2008-09-07,-0.701307,-0.437141,-0.945445
2008-09-14,-0.732401,-0.539209,-0.935822
2008-09-21,-0.729247,-0.357933,-0.89296
2008-09-28,-0.743994,-0.192389,-0.85759
2008-10-05,-0.63209,0.02411,-0.955067
2008-10-12,-0.708493,-0.055845,-0.946932
2008-10-19,-0.804628,-0.373264,-1.084601
2008-10-26,-0.945952,-0.631678,-1.08765
2008-11-02,-0.94771,-0.467639,-1.137714
2008-11-09,-1.005471,-0.517116,-1.247675
2008-11-16,-1.039342,-0.631572,-1.196961
2008-11-23,-1.145227,-0.975286,-1.264993
2008-11-30,-1.193889,-0.872649,-0.676378
2008-12-07,-1.30621,-0.940932,-0.526332
2008-12-14,-1.324908,-0.89466,-0.697054
2008-12-21,-1.34933,-0.62658,-0.857621
2008-12-28,-1.353638,-0.479922,-1.236537
2009-01-04,-1.249312,-0.764632,-1.361769
2009-01-12,-1.24183,-0.399456,-0.998192
2009-01-19,-1.267023,-0.067865,-0.651262
2009-01-26,-1.255353,0.17669,-0.902813
2009-02-01,-1.208359,0.011913,-1.419734
2009-02-08,-1.296503,0.058359,-1.493146
2009-02-16,-1.281796,0.020363,-1.407054
2009-02-23,-1.28139,0.021726,-1.36456
2009-03-02,-1.079437,-0.009161,-1.255817
2009-03-08,-1.081168,-0.255069,-1.302162
2009-03-15,-1.019782,-0.358607,-1.393607
2009-03-22,-0.954777,-0.491835,-1.509248
2009-03-30,-0.861135,-0.530993,-1.610815
2009-04-06,-0.694875,0.027922,-1.545899
2009-04-13,-0.56437,-0.214785,-1.591542
2009-04-19,-0.621875,-0.664203,-1.415855
2009-04-26,-0.636536,-0.912796,-1.127376
2009-05-03,-0.53407,-0.343835,-1.250554
2009-05-11,-0.475162,-0.291812,-1.215931
2009-05-18,-0.384388,-0.240717,-1.011584
2009-05-24,-0.259044,-0.428169,-0.844965
2009-05-31,-0.362014,-0.352705,-0.90484
2009-06-07,-0.224521,-0.372812,-0.87723
2009-06-15,-0.079508,-0.255757,-0.85017
2009-06-22,-0.057727,-0.07266,-0.859784
2009-06-29,0.049837,0.149375,-0.737106
2009-07-05,-0.118596,-0.127793,-0.909797
2009-07-12,-0.027206,0.006144,-1.038496
2009-07-19,0.150402,0.242229,-0.927418
2009-07-27,0.245025,0.42121,-0.655607
2009-08-03,0.173633,-0.019647,-0.741957
2009-08-10,0.202529,0.014468,-0.91061
2009-08-16,0.311219,-0.23721,-0.783751
2009-08-23,0.368773,-0.342227,-0.747199
2009-08-31,0.324265,-0.302881,-0.842337
2009-09-07,0.239914,-0.371401,-0.796891
2009-09-14,0.231776,-0.260333,-0.701289
2009-09-20,0.249604,-0.36373,-0.56438
2009-09-27,0.298019,-0.510504,-0.47864
2009-10-04,0.424854,-0.296628,-0.497536
2009-10-12,0.536852,-0.250983,-0.437664
2009-10-19,0.633641,-0.23225,-0.382552
2009-10-26,0.797386,-0.073477,-0.62109
2009-11-01,0.94526,0.367729,-0.844116
2009-11-08,0.951358,0.392767,-0.846198
2009-11-15,0.945806,-0.0842,-1.186731
2009-11-23,0.910623,-0.470846,-1.147456
2009-11-30,0.907123,-0.635307,-0.496361
2009-12-06,1.036097,-0.498563,-0.088858
2009-12-13,1.202924,-0.2967,-0.222207
2009-12-20,1.275628,-0.056961,-0.462083
2009-12-28,1.350407,0.061275,-0.277266
2010-01-04,1.245082,-0.388848,-0.102647
2010-01-11,1.122542,-0.515105,0.208764
2010-01-17,1.011607,-0.391772,0.025017
2010-01-24,0.963117,-0.113171,0.144907
2010-01-31,1.212455,-0.014519,0.327712
2010-02-08,1.314207,0.338191,-0.011904
2010-02-15,1.287849,0.647365,-0.151407
2010-02-22,1.11658,0.678463,0.082717
2010-02-28,1.161794,0.765147,-0.07553
2010-03-07,1.0529,0.669896,-0.338995
2010-03-15,0.93508,0.487105,-0.192391
2010-03-22,0.820426,0.170553,-0.071118
2010-03-29,0.72364,-0.024363,-0.56374
2010-04-04,0.710096,0.276543,-0.35224
2010-04-11,0.659379,0.107043,-0.0335
2010-04-18,0.493075,-0.084025,-0.307547
2010-04-26,0.373143,-0.177954,-0.368687
2010-05-03,0.212359,0.456329,-0.275491
2010-05-10,0.135219,0.293531,-0.338657
2010-05-16,0.005523,-0.058332,-0.371621
2010-05-23,-0.151281,-0.313761,-0.391363
2010-05-30,-0.241789,-0.154065,-0.057612
2010-06-07,-0.46902,0.213894,-0.13833
2010-06-14,-0.541519,0.403843,-0.311919
2010-06-21,-0.546317,0.523732,-0.237821
2010-06-27,-0.53895,0.708363,-0.315589
2010-07-04,-0.747883,0.213283,-0.358106
2010-07-12,-0.768336,0.024949,-0.201312
2010-07-19,-0.730115,0.009095,-0.052717
2010-07-26,-0.798168,0.056486,-0.138204
2010-08-01,-1.016151,-0.505657,-0.489378
2010-08-08,-1.061556,-0.56432,-0.385629
2010-08-15,-1.118011,-0.66613,-0.322956
2010-08-23,-1.18634,-0.930102,-0.41138
2010-08-30,-1.272546,-1.157731,-0.465056
2010-09-06,-1.342701,-1.279349,-0.422781
2010-09-12,-1.415701,-1.211742,-0.463611
2010-09-19,-1.455751,-1.343755,-0.449423
2010-09-26,-1.522183,-1.57212,-0.45088
2010-10-04,-1.484458,-1.872977,-0.173191
2010-10-11,-1.542585,-2.088856,-0.267051
2010-10-17,-1.602016,-2.27512,-0.436388
2010-10-24,-1.60036,-2.228511,-0.344492
2010-10-31,-1.615194,-1.836742,-0.248398
2010-11-08,-1.622785,-1.984545,0.036217
2010-11-15,-1.651716,-2.068461,0.052081
2010-11-22,-1.605471,-2.18311,-0.169582
2010-11-28,-1.674402,-2.363107,-0.776068
2010-12-05,-1.648781,-2.555343,-0.605175
2010-12-12,-1.672813,-2.588832,-0.536525
2010-12-20,-1.696565,-2.623029,-0.530048
2010-12-27,-1.726837,-2.695843,-0.304655
2011-01-03,-1.650908,-3.182758,-0.298246
2011-01-09,-1.692035,-3.296357,0.04875
2011-01-16,-1.804757,-3.169202,-0.087791
2011-01-24,-1.735763,-2.751856,-0.33112
2011-01-31,-1.642232,-2.278139,-0.394013
2011-02-07,-1.40051,-2.549751,-0.553706
2011-02-13,-1.35385,-2.43429,-0.772332
2011-02-20,-1.32241,-2.259607,-0.395894
2011-02-27,-1.290608,-2.072744,-0.192911
2011-03-07,-1.072553,-1.951857,-0.498538
2011-03-14,-0.995149,-1.959995,-0.684157
2011-03-21,-0.963514,-2.138279,-0.746181
2011-03-27,-0.976265,-2.087916,-0.791963
2011-04-03,-0.823005,-1.605329,-0.875621
2011-04-10,-0.768081,-1.656143,-0.720523
2011-04-18,-0.752525,-1.528222,-0.5191
2011-04-25,-0.68191,-1.413778,-0.754002
2011-05-01,-0.624726,-1.099815,-0.9714
2011-05-08,-0.534448,-1.16818,-0.872086
2011-05-15,-0.442225,-1.178422,-0.702845
2011-05-23,-0.379443,-0.978624,-0.723984
2011-05-30,-0.382794,-0.784895,-0.832192
2011-06-06,-0.554854,-0.534042,-0.855971
2011-06-12,-0.504345,-0.301019,-0.917745
2011-06-19,-0.399526,-0.046197,-1.021267
2011-06-26,-0.309842,0.062549,-1.015527
2011-07-04,-0.491285,-0.133001,-0.977525
2011-07-11,-0.456516,-0.315453,-0.909026
2011-07-18,-0.486707,-0.408296,-0.960866
2011-07-24,-0.498043,-0.17024,-0.924545
2011-07-31,-0.670375,-0.412096,-0.910953
2011-08-07,-0.637649,-0.071436,-1.105908
2011-08-15,-0.568707,0.0909,-0.977509
2011-08-22,-0.56635,0.269571,-0.885226
2011-08-28,-0.524291,0.436848,-0.878737
2011-09-04,-0.652378,0.481409,-0.727398
2011-09-11,-0.808195,0.592996,-0.726359
2011-09-19,-0.897136,0.560028,-1.017786
2011-09-26,-0.982244,0.518419,-0.846006
2011-10-03,-1.0481,0.605344,-0.795782
2011-10-09,-1.048848,0.360913,-0.930787
2011-10-16,-1.004197,0.418606,-0.735924
2011-10-23,-0.983123,0.496763,-0.754757
2011-10-31,-1.027811,0.370838,-0.898411
2011-11-07,-1.023341,0.580446,-0.995821
2011-11-14,-1.027053,0.595429,-1.306549
2011-11-20,-0.997296,0.652231,-1.537304
2011-11-27,-1.031921,0.625567,-1.298041
2011-12-05,-1.044741,0.411713,-1.118765
2011-12-12,-1.188093,0.01843,-1.247461
2011-12-19,-1.319484,-0.161756,-1.51795
2011-12-25,-1.427763,-0.480282,-1.582508
2012-01-01,-1.372083,-1.1236,-1.3427
2012-01-08,-1.364126,-1.17553,-1.013171
2012-01-15,-1.361816,-1.031158,-0.753127
2012-01-22,-1.477424,-0.790055,-1.277599
2012-01-29,-1.555758,-0.591419,-1.283986
2012-02-05,-1.334288,-0.81896,-0.875712
2012-02-12,-1.361207,-0.432319,-0.995898
2012-02-19,-1.415305,-0.448393,-1.144567
2012-02-26,-1.417077,-0.533699,-1.43407
2012-03-04,-1.282408,-0.666421,-1.574174
2012-03-11,-1.345631,-1.050734,-1.701173
2012-03-18,-1.332149,-1.461676,-1.643974
2012-03-25,-1.160813,-1.572156,-1.747559
2012-04-01,-0.976144,-1.032092,-1.560901
2012-04-08,-0.913894,-0.926366,-1.320469
2012-04-15,-0.795222,-0.886145,-1.356341
2012-04-22,-0.808734,-0.935686,-1.351133
2012-04-29,-0.76836,-1.303517,-1.494889
2012-05-06,-0.720027,-0.787409,-1.458777
2012-05-13,-0.81998,-0.839181,-1.156534
2012-05-20,-0.754659,-0.80181,-1.30444
2012-05-27,-0.587082,-0.744104,-1.492375
2012-06-03,-0.752068,-0.720356,-1.671821
2012-06-10,-0.683654,-0.696357,-1.648715
2012-06-17,-0.495098,-0.671224,-1.457008
2012-06-24,-0.411254,-0.414466,-1.508907
2012-07-01,-0.530271,-0.420817,-1.765084
2012-07-08,-0.471389,-0.226394,-1.542617
2012-07-15,-0.393011,-0.157646,-1.395043
2012-07-22,-0.31175,-0.132794,-1.476365
2012-07-29,-0.212685,-0.041925,-1.377723
2012-08-05,-0.261607,-0.367035,-1.270856
2012-08-12,-0.170229,-0.075517,-1.371732
2012-08-19,-0.138392,0.185519,-1.363068
2012-08-26,-0.214717,0.22479,-1.260236
2012-09-02,-0.242221,0.136897,-1.395149
2012-09-09,-0.228231,0.132689,-1.244145
2012-09-16,-0.203052,0.124444,-1.182173
2012-09-23,-0.134825,0.178022,-1.205074
2012-09-30,0.040061,0.250589,-0.718935
2012-10-07,0.007973,0.101342,-0.667726
2012-10-14,-0.090571,-0.145723,-0.790522
2012-10-21,-0.130873,-0.154649,-0.85214
2012-10-28,-0.233262,-0.216059,-1.000365
2012-11-04,-0.183921,-0.068799,-0.830121
2012-11-11,-0.138133,-0.083643,-0.900888
2012-11-18,-0.235757,-0.241044,-1.148198
2012-11-25,-0.275383,-0.346956,-1.101727
2012-12-02,-0.316629,-0.517356,-0.829644
2012-12-09,-0.418238,-0.508393,-0.737682
2012-12-16,-0.433813,-0.324333,-1.570834
2012-12-23,-0.452653,-0.294916,-1.687096
2012-12-30,-0.561807,-0.608312,-1.508466
2013-01-07,-0.54494,-1.332747,-1.506153
2013-01-13,-0.661281,-1.541485,-1.387957
2013-01-20,-0.647226,-1.399256,-1.208042
2013-01-27,-0.599088,-1.057486,-1.213469
2013-02-04,-0.390423,-1.076014,-1.568663
2013-02-11,-0.449649,-0.818643,-1.701635
2013-02-17,-0.606314,-0.67471,-1.850504
2013-02-24,-0.73515,-0.562871,-2.08146
2013-03-03,-0.593175,-0.704097,-1.641679
2013-03-11,-0.576577,-0.652912,-1.157214
2013-03-18,-0.668941,-0.510294,-0.921504
2013-03-25,-0.627522,-0.358353,-0.995772
2013-04-07,-0.645114,-0.673457,-1.059404
2013-04-14,-0.678317,-0.851822,-1.063438
2013-04-22,-0.646075,-0.750573,-0.919224
2013-04-29,-0.707201,-0.969935,-0.794552
2013-05-06,-0.798055,-0.736155,-0.887909
2013-05-12,-0.85837,-1.14831,-0.948203
2013-05-19,-0.876341,-1.724461,-0.807793
2013-05-27,-0.766092,-1.657587,-0.861926
2013-06-03,-0.827236,-1.168178,-0.964669
2013-06-10,-0.761843,-0.889291,-0.711471
2013-06-16,-0.79733,-0.75827,-0.940816
2013-06-23,-0.638211,-0.678665,-0.920296
2013-06-30,-0.732108,-0.909862,-0.790455
2013-07-08,-0.636405,-0.780119,-0.673454
2013-07-15,-0.600207,-0.616671,-0.766226
2013-07-22,-0.567393,-0.352396,-0.573568
2013-07-28,-0.481633,-0.22133,-0.57746
2013-08-04,-0.534139,-0.673998,-0.761468
2013-08-11,-0.607633,-0.792,-0.705332
2013-08-19,-0.588735,-0.891778,-0.706364
2013-08-26,-0.504949,-0.808701,-0.696312
2013-09-02,-0.45022,-0.945088,-0.560066
2013-09-15,-0.552386,-1.327441,-0.586488
2013-09-23,-0.531658,-1.285304,-0.6372
2013-09-30,-0.523898,-1.348677,-0.554217
2013-10-07,-0.471096,-1.111007,-0.341878
2013-10-13,-0.440748,-0.945042,-0.349437
2013-10-20,-0.329951,-0.871592,-0.27416
2013-10-27,-0.268689,-0.860476,-0.34968
2013-11-04,-0.165933,-0.402803,-0.341047
2013-11-11,-0.099239,-0.287076,-0.407705
2013-11-18,-0.107405,-0.073267,-0.282839
2013-11-24,-0.300233,-0.046591,-0.10828
2013-12-01,-0.271957,-0.033809,-0.25905
2013-12-08,-0.339915,-0.131623,-0.415368
2013-12-16,-0.38234,-0.429123,-0.387322
2013-12-23,-0.448991,-0.588583,-0.463103
2013-12-29,-0.507722,-0.404661,-0.318055
2014-01-05,-0.433217,-0.542931,-0.267996
2014-01-12,-0.390568,-0.284453,-0.301865
2014-01-20,-0.366644,-0.033376,0.062838
2014-01-27,-0.312573,0.178066,0.523582
2014-02-03,-0.10704,-0.006052,0.352948
2014-02-09,-0.099973,0.138643,-0.144153
2014-02-16,-0.041546,0.183588,-0.21323
2014-02-23,0.164165,0.222894,0.338027
2014-03-03,0.467817,0.406634,0.647363
2014-03-10,0.599056,0.539701,0.462276
2014-03-17,0.684069,0.510116,0.405232
2014-03-23,0.781855,0.465171,0.401933
2014-03-30,0.722581,0.348106,0.137827
2014-04-07,0.815464,0.653708,0.30121
2014-04-14,0.805286,0.460706,0.495968
2014-04-21,0.839572,0.240622,0.250845
2014-04-27,0.884963,-0.204988,0.283914
